symbol,name,reportDate,fiscalDateEnding,estimate,currency
NJR,New Jersey Resources Corporation,2021-02-04,2020-12-31,0.49,USD
NKE,Nike Inc - Class B,2021-03-22,2021-02-28,0.75,USD
NKSH,National Bankshares Inc,2021-01-28,2020-12-31,0.55,USD
NKSH,National Bankshares Inc,2021-04-21,2021-03-31,,USD
NKTR,Nektar Therapeutics,2021-02-25,2020-12-31,-0.67,USD
NL,NL Industries Inc,2021-03-09,2020-12-31,0.09,USD
NLOK,NortonLifeLock Inc,2021-02-04,2021-01-31,0.37,USD
NLS,Nautilus Inc,2021-02-22,2020-12-31,0.75,USD
NLSN,Nielsen Holdings plc,2021-02-25,2020-12-31,0.46,USD
NLY,Annaly Capital Management Inc,2021-02-10,2020-12-31,0.29,USD
NMFC,New Mountain Finance Corp,2021-02-24,2020-12-31,0.3,USD
NMFX,NMFX,2021-02-24,2020-12-31,,USD
NMIH,NMI Holdings Inc Class A,2021-02-16,2020-12-31,0.48,USD
NMM,Navios Maritime Partners L.P.,2021-02-08,2020-12-31,1.01,USD
NMRK,Newmark Group Inc - Class A,2021-02-18,2020-12-31,0.25,USD
NNI,Nelnet Inc - Class A,2021-02-25,2020-12-31,5.67,USD
NNN,National Retail Properties Inc,2021-02-09,2020-12-31,0.37,USD
NOC,Northrop Grumman Corp,2021-01-28,2020-12-31,5.77,USD
NODK,NI Holdings Inc,2021-03-09,2020-12-31,,USD
NOG,Northern Oil and Gas Inc,2021-03-10,2020-12-31,0.63,USD
NOMD,Nomad Holdings Ltd,2021-03-01,2020-12-31,0.44,EUR
NOV,NOV Inc,2021-02-04,2020-12-31,-0.11,USD
NOVA,Sunnova Energy International Inc,2021-02-22,2020-12-31,-0.29,USD
NOVT,Novanta Inc,2021-02-24,2020-12-31,0.44,USD
NOW,ServiceNow Inc,2021-01-27,2020-12-31,1.05,USD
NP,Neenah Inc,2021-02-16,2020-12-31,0.49,USD
NPK,National Presto Industries Inc,2021-03-09,2020-12-31,,USD
NPO,EnPro Industries Inc,2021-02-23,2020-12-31,0.5,USD
NR,Newpark Resources Inc,2021-02-04,2020-12-31,-0.13,USD
NRC,National Research Corp,2021-02-09,2020-12-31,,USD
NRG,NRG Energy Inc,2021-02-25,2020-12-31,0.63,USD
NRIM,Northrim Bancorp Inc,2021-01-25,2020-12-31,1.45,USD
NRP,Natural Resource Partners LP,2021-02-25,2020-12-31,-0.02,USD
NRZ,New Residential Investment Corp,2021-02-04,2020-12-31,0.33,USD
NS,Nustar Energy L P,2021-02-03,2020-12-31,0.19,USD
NSA,National Storage Affiliates Trust,2021-02-22,2020-12-31,0.17,USD
NSC,Norfolk Southern Corp,2021-01-27,2020-12-31,2.49,USD
NSIT,Insight Enterprises Inc,2021-02-10,2020-12-31,1.5,USD
NSP,Insperity Inc,2021-02-09,2020-12-31,0.3,USD
NSTG,Nanostring Technologies Inc,2021-02-24,2020-12-31,-0.49,USD
NTAP,Netapp Inc,2021-02-24,2021-01-31,1.01,USD
NTCT,Netscout Systems Inc,2021-01-28,2020-12-31,0.5,USD
NTES,NetEase Inc,2021-02-24,2020-12-31,0.64,CNY
NTGN,NTGN,2021-03-01,2020-12-31,,USD
NTGR,Netgear Inc,2021-02-03,2020-12-31,0.84,USD
NTGR,Netgear Inc,2021-04-20,2021-03-31,,USD
NTNX,Nutanix Inc Class A,2021-02-24,2021-01-31,-0.48,USD
NTP,Nam Tai Property Inc,2021-02-01,2020-12-31,,USD
NTRS,Northern Trust Corp,2021-04-19,2021-03-31,,USD
NTRSO,Northern Trust Corp. PRF PERPETUAL USD DpSh Rp11000th Sr E,2021-04-19,2021-03-31,,USD
NTUS,Natus Medical Inc,2021-02-25,2020-12-31,0.24,USD
NTWK,Netsol Technologies Inc,2021-02-10,2020-12-31,,USD
NUAN,Nuance Communications Inc,2021-02-03,2020-12-31,0.18,USD
NUE,Nucor Corp,2021-01-28,2020-12-31,1.18,USD
NUS,Nu Skin Enterprises Inc - Class A,2021-02-11,2020-12-31,1.18,USD
NUVA,Nuvasive Inc,2021-02-18,2020-12-31,0.58,USD
NVDA,NVIDIA Corp,2021-02-11,2021-01-31,2.8,USD
NVGS,Navigator Holdings Ltd,2021-03-31,2020-12-31,0.2,USD
NVR,NVR Inc,2021-01-26,2020-12-31,79.82,USD
NVR,NVR Inc,2021-04-21,2021-03-31,,USD
NVRO,Nevro Corp,2021-02-24,2020-12-31,-0.34,USD
NVST,Envista Holdings Corp,2021-01-28,2020-12-31,0.42,USD
NVT,nVent Electric plc,2021-02-08,2020-12-31,0.42,USD
NVUS,NVUS,2021-03-15,2020-12-31,-1.91,USD
NWBI,Northwest Bancshares Inc,2021-01-25,2020-12-31,0.22,USD
NWE,Northwestern Corp,2021-02-11,2020-12-31,1.29,USD
NWE,Northwestern Corp,2021-04-20,2021-03-31,,USD
NWFL,Norwood Financial Corp,2021-04-21,2021-03-31,,USD
NWL,Newell Brands Inc,2021-02-12,2020-12-31,0.48,USD
NWLI,National Western Life Insurance Company,2021-02-26,2020-12-31,,USD
NWN,Northwest Natural Holding Company,2021-03-01,2020-12-31,1.49,USD
NWSA,News Corp - Class A,2021-02-04,2020-12-31,0.1,USD
NX,Quanex Building Products Corp,2021-03-03,2021-01-31,0.06,USD
NXGN,NextGen Healthcare Inc,2021-01-27,2020-12-31,0.21,USD
NXPI,NXP Semiconductors NV,2021-02-01,2020-12-31,2.09,USD
NXST,Nexstar Media Group Inc Class A,2021-02-23,2020-12-31,6.95,USD
NXTC,Nextcure Inc,2021-03-10,2020-12-31,-0.6,USD
NYCB,New York Community Bancorp Inc,2021-01-27,2020-12-31,0.26,USD
NYMT,New York Mortgage Trust Inc,2021-02-22,2020-12-31,0.09,USD
NYMTO,New York Mortgage Trust Inc,2021-02-22,2020-12-31,,USD
NYMTP,New York Mortgage Trust Inc 775 Series B Cumulative Redeemable Preferred Stock,2021-02-22,2020-12-31,,USD
NYT,New York Times Company. Class A,2021-02-04,2020-12-31,0.34,USD
O,Realty Income Corp,2021-02-17,2020-12-31,0.35,USD
OAS,OAS,2021-02-23,2020-12-31,,USD
OASPQ,OASPQ,2021-02-23,2020-12-31,,USD
OBNK,Origin Bancorp Inc,2021-01-27,2020-12-31,0.7,USD
OC,Owens Corning,2021-02-17,2020-12-31,1.36,USD
OCFC,OceanFirst Financial Corp,2021-01-28,2020-12-31,0.38,USD
OCFC,OceanFirst Financial Corp,2021-04-21,2021-03-31,,USD
OCFCP,OceanFirst Financial Corp. FXDFR PRF PERPETUAL USD 25 Ser A,2021-01-25,2020-12-31,,USD
OCFCP,OceanFirst Financial Corp. FXDFR PRF PERPETUAL USD 25 Ser A,2021-04-21,2021-03-31,,USD
OCGN,Ocugen Inc,2021-03-25,2020-12-31,-0.02,USD
OCN,Ocwen Financial Corp,2021-02-24,2020-12-31,0.24,USD
OCSI,Oaktree Strategic Income Corp,2021-02-04,2020-12-31,0.13,USD
OCSL,Oaktree Specialty Lending Corp,2021-02-04,2020-12-31,0.13,USD
OCUL,Ocular Therapeutix Inc,2021-03-10,2020-12-31,-0.16,USD
OCX,OncoCyte Corp,2021-03-23,2020-12-31,-0.11,USD
ODC,Oil-Dri Corp Of America,2021-03-12,2021-01-31,,USD
ODFL,Old Dominion Freight Line Inc,2021-02-04,2020-12-31,1.56,USD
ODFL,Old Dominion Freight Line Inc,2021-04-21,2021-03-31,,USD
ODP,ODP Corporation The,2021-02-24,2020-12-31,0.97,USD
ODT,Odonate Therapeutics Inc,2021-02-18,2020-12-31,-0.83,USD
OEC,Orion Engineered Carbons SA,2021-02-18,2020-12-31,0.34,USD
OESX,Orion Energy Systems Inc,2021-02-04,2020-12-31,0.17,USD
OFC,Corporate Office Properties Trust,2021-02-04,2020-12-31,0.34,USD
OFG,OFG Bancorp,2021-01-25,2020-12-31,0.45,USD
OFLX,Omega Flex Inc,2021-02-11,2020-12-31,,USD
OFLX,Omega Flex Inc,2021-04-14,2021-03-31,,USD
OFS,OFS Capital Corp,2021-03-11,2020-12-31,0.2,USD
OGE,Oge Energy Corp,2021-02-25,2020-12-31,0.3,USD
OGS,ONE Gas Inc,2021-02-17,2020-12-31,1.02,USD
OHI,Omega Healthcare Investors Inc,2021-02-03,2020-12-31,0.41,USD
OI,O-I Glass Inc,2021-02-09,2020-12-31,0.33,USD
OII,Oceaneering International Inc,2021-02-22,2020-12-31,-0.21,USD
OIIM,O2 Micro International,2021-02-05,2020-12-31,0.1,USD
OIS,Oil States International Inc,2021-02-17,2020-12-31,-0.31,USD
OKE,Oneok Inc,2021-02-22,2020-12-31,0.72,USD
OKTA,Okta Inc - Class A,2021-03-03,2021-01-31,-0.01,USD
OLED,Universal Display Corp,2021-02-18,2020-12-31,0.64,USD
OLLI,Ollies Bargain Outlet Holdings Inc,2021-03-19,2021-01-31,0.85,USD
OLN,Olin Corp,2021-01-28,2020-12-31,-0.1,USD
OLP,One Liberty Properties Inc,2021-03-11,2020-12-31,0.12,USD
OMC,Omnicom Group Inc,2021-02-09,2020-12-31,1.63,USD
OMEX,Odyssey Marine Exploration Inc,2021-03-29,2020-12-31,,USD
OMF,OneMain Holdings Inc,2021-02-08,2020-12-31,1.95,USD
OMI,Owens & Minor Inc,2021-03-02,2020-12-31,0.85,USD
ON,ON Semiconductor Corp,2021-02-01,2020-12-31,0.27,USD
ONB,Old National Bancorp,2021-04-19,2021-03-31,,USD
ONDK,ONDK,2021-02-09,2020-12-31,,USD
ONTO,Onto Innovation Inc,2021-02-04,2020-12-31,0.6,USD
OPB,OPB,2021-01-25,2020-12-31,,USD
OPCH,Option Care Health Inc,2021-03-03,2020-12-31,0.07,USD
OPI,Office Properties Income Trust,2021-02-18,2020-12-31,-0.13,USD
OPINI,Government Properties Income Trust 5875 Senior Notes due 2046,2021-02-18,2020-12-31,,USD
OPK,Opko Health Inc,2021-02-24,2020-12-31,0.04,USD
OPRA,Opera Ltd,2021-02-23,2020-12-31,0.07,USD
ORA,Ormat Technologies Inc,2021-02-23,2020-12-31,0.37,USD
ORBC,Orbcomm Inc,2021-02-24,2020-12-31,-0.07,USD
ORCC,Owl Rock Capital Corp,2021-02-23,2020-12-31,0.27,USD
ORCL,Oracle Corp,2021-03-10,2021-02-28,1.11,USD
ORI,Old Republic International Corp,2021-01-28,2020-12-31,0.43,USD
ORI,Old Republic International Corp,2021-04-21,2021-03-31,,USD
ORLY,O`Reilly Automotive Inc,2021-02-10,2020-12-31,5.08,USD
ORLY,O`Reilly Automotive Inc,2021-04-20,2021-03-31,,USD
ORRF,Orrstown Financial Services Inc,2021-04-19,2021-03-31,,USD
OSBC,Old Second Bancorporation Inc,2021-01-27,2020-12-31,0.27,USD
OSBC,Old Second Bancorporation Inc,2021-04-20,2021-03-31,,USD
OSIS,OSI Systems Inc,2021-01-26,2020-12-31,1.14,USD
OSK,Oshkosh Corp,2021-01-27,2020-12-31,0.72,USD
OSPN,OneSpan Inc,2021-02-23,2020-12-31,-0.01,USD
OSTK,Overstock.com Inc,2021-03-11,2020-12-31,-0.01,USD
OSUR,Orasure Technologies Inc,2021-02-17,2020-12-31,0.07,USD
OTEL,Otelco Inc - Class A,2021-03-08,2020-12-31,,USD
OTLK,Outlook Therapeutics Inc,2021-02-12,2020-12-31,-0.08,USD
OTTR,Otter Tail Corporation,2021-02-15,2020-12-31,0.45,USD
OUT,Outfront Media Inc,2021-02-23,2020-12-31,-0.03,USD
OXFD,Oxford Immunotec Global PLC,2021-03-01,2020-12-31,-0.03,USD
OXM,Oxford Industries Inc,2021-03-24,2021-02-28,0.21,USD
OXSQ,Oxford Square Capital Corp,2021-02-24,2020-12-31,0.09,USD
OXY,Occidental Petroleum Corp,2021-02-16,2020-12-31,-0.61,USD
OZK,Bank OZK,2021-04-21,2021-03-31,,USD
PAA,Plains All American Pipeline LP,2021-02-09,2020-12-31,0.33,USD
PACB,Pacific Biosciences of California Inc,2021-02-10,2020-12-31,0.32,USD
PACD,PACD,2021-03-09,2020-12-31,,USD
PACW,Pacwest Bancorp,2021-04-19,2021-03-31,,USD
PAG,Penske Automotive Group Inc,2021-02-03,2020-12-31,2.13,USD
PAGP,Plains GP Holdings LP - Class A,2021-02-09,2020-12-31,0.31,USD
PAHC,Phibro Animal Health Corp,2021-02-03,2020-12-31,0.27,USD
PANW,Palo Alto Networks Inc,2021-02-22,2021-01-31,1.43,USD
PAYC,Paycom Software Inc,2021-02-03,2020-12-31,0.79,USD
PAYX,Paychex Inc,2021-03-23,2021-02-28,0.92,USD
PB,Prosperity Bancshares Inc,2021-01-27,2020-12-31,1.35,USD
PBCT,People`s United Financial Inc,2021-04-22,2021-03-31,,USD
PBCTP,People`s United Financial Inc,2021-04-21,2021-03-31,,USD
PBF,PBF Energy Inc - Class A,2021-02-11,2020-12-31,-2.73,USD
PBFX,Pbf Logistics Lp,2021-02-11,2020-12-31,0.54,USD
PBH,Prestige Consumer Healthcare Inc,2021-02-04,2020-12-31,0.77,USD
PBI,Pitney Bowes Inc,2021-02-02,2020-12-31,0.1,USD
PBPB,Potbelly Corp,2021-02-23,2020-12-31,-0.27,USD
PBYI,Puma Biotechnology Inc,2021-02-18,2020-12-31,-0.28,USD
PCAR,Paccar Inc,2021-01-26,2020-12-31,1.19,USD
PCAR,Paccar Inc,2021-04-19,2021-03-31,,USD
PCG,PG&E Corp,2021-02-16,2020-12-31,0.23,USD
PCGU,PG&E Corp,2021-02-16,2020-12-31,,USD
PCH,PotlatchDeltic Corp,2021-02-01,2020-12-31,1.4,USD
PCRX,Pacira BioSciences Inc,2021-02-18,2020-12-31,0.8,USD
PCTY,Paylocity Holding Corp,2021-02-02,2020-12-31,0.25,USD
PD,Pagerduty Inc,2021-03-16,2020-12-31,-0.11,USD
PDCE,PDC Energy Inc,2021-02-24,2020-12-31,0.8,USD
PDCO,Patterson Companies Inc,2021-02-25,2021-01-31,0.52,USD
PDD,Pinduoduo Inc,2021-03-09,2020-12-31,,CNY
PDEX,Pro-Dex Inc (co),2021-02-04,2020-12-31,0.35,USD
PDFS,PDF Solutions Inc,2021-02-11,2020-12-31,0.03,USD
PDLI,PDL Biopharma Inc,2021-03-09,2020-12-31,,USD
PDM,Piedmont Office Realty Trust Inc,2021-02-02,2020-12-31,0.05,USD
PE,Parsley Energy Inc - Class A,2021-02-17,2020-12-31,0.25,USD
PEAK,Healthpeak Properties Inc,2021-02-09,2020-12-31,0.04,USD
PEB,Pebblebrook Hotel Trust,2021-02-23,2020-12-31,-0.9,USD
PEBO,Peoples Bancorp Inc (Marietta OH),2021-01-26,2020-12-31,0.66,USD
PEBO,Peoples Bancorp Inc (Marietta OH),2021-04-19,2021-03-31,,USD
PEG,Public Service Enterprise Group Inc,2021-02-24,2020-12-31,0.64,USD
PEGA,Pegasystems Inc,2021-02-10,2020-12-31,0.23,USD
PEGI,PEGI,2021-03-01,2020-12-31,,USD
PEI,Pennsylvania REIT,2021-02-23,2020-12-31,,USD
PEIX,Alto Ingredients Inc,2021-03-24,2020-12-31,0.24,USD
PENN,Penn National Gaming Inc,2021-02-04,2020-12-31,0.32,USD
PEP,PepsiCo Inc,2021-02-11,2020-12-31,1.46,USD
PER,PER,2021-03-11,2020-12-31,,USD
PERI,Perion Network Ltd,2021-02-09,2020-12-31,0.23,USD
PERS,PERS,2021-03-11,2020-12-31,,USD
PFBC,Preferred Bank,2021-01-25,2020-12-31,1.16,USD
PFBC,Preferred Bank,2021-04-20,2021-03-31,,USD
PFBI,Premier Financial Bancorp Inc,2021-02-16,2020-12-31,,USD
PFC,Premier Financial Corp,2021-01-26,2020-12-31,0.69,USD
PFE,Pfizer Inc,2021-02-02,2020-12-31,0.51,USD
PFG,Principal Financial Group Inc,2021-01-28,2020-12-31,1.41,USD
PFGC,Performance Food Group Company,2021-02-03,2020-12-31,0.28,USD
PFIS,Peoples Financial Services Corp,2021-01-22,2020-12-31,,USD
PFIS,Peoples Financial Services Corp,2021-04-22,2021-03-31,,USD
PFLT,PennantPark Floating Rate Capital Ltd,2021-02-09,2020-12-31,0.27,USD
PFMT,Performant Financial Corp,2021-03-15,2020-12-31,,USD
PFNX,PFNX,2021-03-08,2020-12-31,,USD
PFPT,Proofpoint Inc,2021-02-04,2020-12-31,0.42,USD
PFS,Provident Financial Services Inc,2021-01-29,2020-12-31,0.36,USD
PFSI,PennyMac Financial Services Inc,2021-02-04,2020-12-31,5.83,USD
PFX_OLD2,PFX_OLD2,2021-02-08,2020-12-31,,USD
PG,Procter & Gamble Company,2021-04-15,2021-03-31,,USD
PGC,PeapackGladstone Financial Corp,2021-01-27,2020-12-31,0.44,USD
PGEN,Precigen Inc,2021-03-01,2020-12-31,-0.14,USD
PGNY,Progyny Inc,2021-03-03,2020-12-31,0.06,USD
PGR,Progressive Corp,2021-01-27,2020-12-31,1.64,USD
PGR,Progressive Corp,2021-04-13,2021-03-31,,USD
PGRE,Paramount Group Inc,2021-02-10,2020-12-31,-0.01,USD
PH,Parker-Hannifin Corp,2021-02-04,2020-12-31,2.57,USD
PHIO,Phio Pharmaceuticals Corp,2021-03-24,2020-12-31,-0.42,USD
PHIOW,Phio Pharmaceuticals Corp - Warrants (21/12/2021),2021-03-24,2020-12-31,,USD
PHM,PulteGroup Inc,2021-01-28,2020-12-31,1.38,USD
PHM,PulteGroup Inc,2021-04-21,2021-03-31,,USD
PHX,PHX Minerals Inc - Class A,2021-02-03,2020-12-31,-0.01,USD
PII,Polaris Inc,2021-01-26,2020-12-31,2.9,USD
PINC,Premier Inc Class A,2021-02-02,2020-12-31,0.54,USD
PINE,Alpine Income Property Trust Inc,2021-02-11,2020-12-31,0.03,USD
PING,Ping Indentity Holding Corp,2021-03-02,2020-12-31,0.08,USD
PINS,Pinterest Inc - Class A,2021-02-04,2020-12-31,0.32,USD
PIPR,Piper Sandler Co`s,2021-01-29,2020-12-31,2.39,USD
PJT,PJT Partners Inc Class A,2021-02-04,2020-12-31,1.13,USD
PK,Park Hotels & Resorts Inc,2021-02-25,2020-12-31,-0.85,USD
PKBK,Parke Bancorp Inc,2021-04-19,2021-03-31,,USD
PKDC,PKDC,2021-03-01,2020-12-31,,USD
PKDCD,PKDCD,2021-03-01,2020-12-31,,USD
PKG,Packaging Corp Of America,2021-01-27,2020-12-31,1.42,USD
PKI,Perkinelmer Inc,2021-02-02,2020-12-31,2.85,USD
PLAB,Photronics Inc,2021-03-02,2021-01-31,0.11,USD
PLAN,Anaplan Inc,2021-02-25,2021-01-31,-0.1,USD
PLAY,Dave & Buster`s Entertainment Inc,2021-03-31,2021-01-31,-1.35,USD
PLCE,Childrens Place Inc,2021-03-15,2021-02-28,-0.39,USD
PLD,Prologis Inc,2021-01-26,2020-12-31,0.36,USD
PLD,Prologis Inc,2021-04-19,2021-03-31,,USD
PLMR,Palomar Holdings Inc,2021-02-16,2020-12-31,0.15,USD
PLNT,Planet Fitness Inc Class A,2021-02-23,2020-12-31,0.22,USD
PLOW,Douglas Dynamics Inc,2021-02-22,2020-12-31,0.59,USD
PLPC,Preformed Line Products Company,2021-03-04,2020-12-31,,USD
PLT,Plantronics Inc,2021-02-04,2020-12-31,0.95,USD
PLUG,Plug Power Inc,2021-03-03,2020-12-31,-0.1,USD
PLUS,ePlus Inc,2021-02-03,2020-12-31,1.35,USD
PLXS,Plexus Corp,2021-04-20,2021-03-31,,USD
PM,Philip Morris International Inc,2021-02-04,2020-12-31,1.2,USD
PM,Philip Morris International Inc,2021-04-19,2021-03-31,,USD
PMBC,Pacific Mercantile Bancorp,2021-01-25,2020-12-31,0.12,USD
PMT,Pennymac Mortgage Investment Trust,2021-02-04,2020-12-31,0.73,USD
PNC,PNC Financial Services Group,2021-04-16,2021-03-31,,USD
PNFP,Pinnacle Financial Partners Inc,2021-04-19,2021-03-31,,USD
PNM,PNM Resources Inc,2021-02-26,2020-12-31,0.17,USD
PNM,PNM Resources Inc,2021-04-12,2021-03-31,,USD
PNNT,PennantPark Investment Corporation,2021-02-09,2020-12-31,0.21,USD
PNR,Pentair plc,2021-01-28,2020-12-31,0.63,USD
PNW,Pinnacle West Capital Corp,2021-02-19,2020-12-31,0.08,USD
PODD,Insulet Corp,2021-02-23,2020-12-31,-0.02,USD
POL,POL,2021-01-26,2020-12-31,,USD
POL,POL,2021-04-19,2021-03-31,,USD
POOL,Pool Corporation,2021-02-11,2020-12-31,0.76,USD
POOL,Pool Corporation,2021-04-21,2021-03-31,,USD
POR,Portland General Electric Company,2021-02-12,2020-12-31,0.42,USD
POR,Portland General Electric Company,2021-04-22,2021-03-31,,USD
POST,Post Holdings Inc,2021-02-04,2020-12-31,0.71,USD
POWI,Power Integrations Inc,2021-02-02,2020-12-31,0.44,USD
POWL,Powell Industries Inc,2021-02-02,2020-12-31,0.21,USD
PPBI,Pacific Premier Bancorp Inc,2021-01-26,2020-12-31,0.49,USD
PPC,Pilgrim`s Pride Corp,2021-02-18,2020-12-31,0.32,USD
PPIH,Perma-Pipe International Holdings Inc,2021-04-19,2021-01-31,,USD
PPL,PPL Corp,2021-02-12,2020-12-31,0.61,USD
PQG,PQ Group Holdings Inc,2021-02-18,2020-12-31,0.11,USD
PRA,Proassurance Corp,2021-02-18,2020-12-31,0.01,USD
PRAA,PRA Group Inc,2021-02-25,2020-12-31,0.62,USD
PRAH,PRA Health Sciences Inc,2021-02-18,2020-12-31,1.47,USD
PRDO,Perdoceo Education Corporation,2021-02-17,2020-12-31,0.34,USD
PRFT,Perficient Inc,2021-02-23,2020-12-31,0.7,USD
PRGO,Perrigo Company plc,2021-02-25,2020-12-31,1.01,USD
PRGS,Progress Software Corp,2021-03-24,2021-02-28,0.81,USD
PRGX,PRGX Global Inc,2021-02-23,2020-12-31,0.23,USD
PRI,Primerica Inc,2021-02-09,2020-12-31,2.5,USD
PRIM,Primoris Services Corp,2021-02-23,2020-12-31,0.42,USD
PRK,Park National Corp,2021-01-26,2020-12-31,1.76,USD
PRLB,Proto Labs Inc,2021-02-04,2020-12-31,0.51,USD
PRNB,PRNB,2021-03-08,2020-12-31,,USD
PRO,Pros Holdings Inc,2021-02-04,2020-12-31,-0.18,USD
PROV,Provident Financial Holdings Inc,2021-01-25,2020-12-31,0.26,USD
PRPO,Precipio Inc,2021-03-25,2020-12-31,,USD
PRQR,ProQR Therapeutics N.V,2021-02-24,2020-12-31,-0.3,EUR
PRSP,Perspecta Inc,2021-02-10,2020-12-31,0.52,USD
PRTA,Prothena Corporation PLC,2021-02-10,2020-12-31,-0.74,USD
PRTY,Party City Holdco Inc,2021-03-10,2020-12-31,0.29,USD
PRU,Prudential Financial Inc,2021-02-04,2020-12-31,2.54,USD
PS,Pluralsight Inc - Class A,2021-02-10,2020-12-31,-0.02,USD
PSA,Public Storage,2021-02-24,2020-12-31,1.93,USD
PSB,PS Business Parks Inc,2021-02-16,2020-12-31,0.74,USD
PSEC,Prospect Capital Corp,2021-02-08,2020-12-31,0.15,USD
PSMT,Pricesmart Inc,2021-04-06,2021-02-28,1.05,USD
PSN,Parsons Corp,2021-03-08,2020-12-31,0.34,USD
PSNL,Personalis Inc,2021-02-25,2020-12-31,-0.28,USD
PSTG,Pure Storage Inc Class A,2021-02-25,2021-01-31,0.09,USD
PSV,PSV,2021-02-22,2020-12-31,,USD
PSX,Phillips 66,2021-01-29,2020-12-31,-0.75,USD
PSXP,Phillips 66 Partners LP,2021-01-29,2020-12-31,0.9,USD
PTC,PTC Inc,2021-01-27,2020-12-31,0.65,USD
PTEN,Patterson-UTI Energy Inc,2021-02-04,2020-12-31,-0.63,USD
PTEN,Patterson-UTI Energy Inc,2021-04-21,2021-03-31,,USD
PTGX,Protagonist Therapeutics Inc,2021-03-08,2020-12-31,-0.48,USD
PTLA,PTLA,2021-02-24,2020-12-31,,USD
PTMN,Portman Ridge Finance Corp,2021-03-04,2020-12-31,0.06,USD
PTON,Peloton Interactive Inc - Class A,2021-02-03,2020-12-31,0.08,USD
PTSI,P.A.M. Transportation Services Inc,2021-02-22,2020-12-31,0.65,USD
PTSI,P.A.M. Transportation Services Inc,2021-04-12,2021-03-31,,USD
PUMP,ProPetro Holding Corp,2021-03-29,2020-12-31,-0.21,USD
PVH,PVH Corp,2021-03-30,2021-02-28,-0.31,USD
PVL,Permianville Royalty Trust Trust Units,2021-03-15,2020-12-31,,USD
PWOD,Penns Woods Bancorp Inc,2021-01-26,2020-12-31,,USD
PWOD,Penns Woods Bancorp Inc,2021-04-21,2021-03-31,,USD
PWR,Quanta Services Inc,2021-02-25,2020-12-31,1,USD
PXD,Pioneer Natural Resources Company,2021-02-17,2020-12-31,0.64,USD
PYPL,PayPal Holdings Inc,2021-02-04,2020-12-31,0.99,USD
PZN,Pzena Investment Management Inc - Class A,2021-02-02,2020-12-31,,USD
PZN,Pzena Investment Management Inc - Class A,2021-04-19,2021-03-31,,USD
PZZA,Papa John`s International Inc,2021-02-24,2020-12-31,0.46,USD
QCOM,Qualcomm Inc,2021-02-03,2020-12-31,2.08,USD
QCRH,QCR Holding Inc,2021-01-27,2020-12-31,1.01,USD
QDEL,Quidel Corp,2021-02-10,2020-12-31,10.15,USD
QEP,QEP Resources Inc,2021-02-24,2020-12-31,0.05,USD
QGEN,Qiagen NV,2021-02-01,2020-12-31,0.64,USD
QHCCQ,QHCCQ,2021-04-08,2021-03-31,,USD
QIWI,QIWI plc,2021-03-22,2020-12-31,,RUB
QLYS,Qualys Inc,2021-02-10,2020-12-31,0.7,USD
QMCO,Quantum Corp,2021-01-27,2020-12-31,-0.02,USD
QNST,QuinStreet Inc,2021-02-03,2020-12-31,0.09,USD
QRHC,Quest Resource Holding Corp,2021-03-10,2020-12-31,0.01,USD
QRTEA,Qurate Retail Inc - Series A,2021-02-23,2020-12-31,0.77,USD
QRTEP,Qurate Retail Inc,2021-02-23,2020-12-31,,USD
QRVO,Qorvo Inc,2021-01-27,2020-12-31,2.66,USD
QTS,Qts Realty Trust Inc - Class A,2021-02-16,2020-12-31,-0.01,USD
QTWO,Q2 Holdings Inc,2021-02-17,2020-12-31,0.05,USD
QUAD,QuadGraphics Inc,2021-02-16,2020-12-31,,USD
QUOT,Quotient Technology Inc,2021-02-10,2020-12-31,-0.06,USD
R,Ryder System Inc,2021-02-11,2020-12-31,0.93,USD
RAIL,FreightCar America Inc,2021-02-24,2020-12-31,-0.67,USD
RAMP,LiveRamp Holdings Inc,2021-02-03,2020-12-31,0.07,USD
RAVE,Rave Restaurant Group Inc,2021-02-10,2020-12-31,,USD
RAVN,Raven Industries Inc,2021-03-22,2021-01-31,0.13,USD
RBB,RBB Bancorp,2021-01-25,2020-12-31,0.48,USD
RBBN,Ribbon Communications Inc - New,2021-02-17,2020-12-31,0.12,USD
RBC,Regal Beloit Corp,2021-02-01,2020-12-31,1.58,USD
RBCAA,Republic Bancorp Inc (KY) - Class A,2021-01-22,2020-12-31,0.74,USD
RBCAA,Republic Bancorp Inc (KY) - Class A,2021-04-21,2021-03-31,,USD
RBCN,Rubicon Technology Inc,2021-03-22,2020-12-31,,USD
RC,Ready Capital Corp,2021-03-09,2020-12-31,0.4,USD
RCII,RentaCenter Inc,2021-02-22,2020-12-31,0.93,USD
RCL,Royal Caribbean Group,2021-02-02,2020-12-31,-5.2,USD
RCM,R1 RCM Inc,2021-02-18,2020-12-31,0.06,USD
RCUS,Arcus Biosciences Inc,2021-03-03,2020-12-31,-0.65,USD
RDCM,RADCOM Ltd,2021-02-11,2020-12-31,-0.04,USD
RDFN,Redfin Corp,2021-02-10,2020-12-31,0.04,USD
RDN,Radian Group Inc,2021-02-03,2020-12-31,0.6,USD
RDNT,Radnet Inc,2021-03-10,2020-12-31,0.15,USD
RDUS,Radius Health Inc,2021-02-25,2020-12-31,-0.44,USD
RDWR,Radware Ltd,2021-02-10,2020-12-31,0.22,USD
